A,B,C,D,E,F,G,H,I,J,K,L,M
3110.42215,0,100818.0432,99548.92571,-0.774832196,0.58189582,293.0302198,71.70570582,4.086727029,7.033487836,98.03254477,0,25.44880285
3077.239006,0,100789.8373,99521.08748,-0.666972637,0.656262661,292.7906022,72.01264699,3.236544382,5.888181074,98.08137124,0,29.97493447
3004.58363,0,100761.6235,99493.24112,-0.55914535,0.73058088,292.5509982,72.3197029,2.386669702,4.745172905,98.12992645,0,32.45114329
2912.652502,0,100719.1529,99450.78818,-0.509375821,0.717428363,292.3360571,72.83314995,2.090827849,7.737333138,97.69047351,0,42.51862989
2851.990585,0,100506.8589,99239.97128,-1.235488191,0.625751695,292.5057783,75.00952391,2.404636079,48.60206695,89.81852022,0.005515727,42.8522046
2766.564823,-4.55E-13,100464.6236,99198.85951,-1.200997445,0.597821542,292.53019,73.57021509,3.430025755,50.13081695,90.92432904,0.007353962,21.96438485
2726.007341,0,100422.3935,99157.7514,-1.166481317,0.569771389,292.5544354,72.13240816,4.455882171,51.65970099,92.03118384,0.009232026,11.08077375
2733.758693,0,100389.4817,99123.21317,-1.086303928,0.325841227,292.2793766,73.39650522,6.321402227,53.42972158,95.01975149,0.082761438,18.20294322
2818.362356,0,100356.5711,99088.67612,-1.006189069,0.082105759,292.0043531,74.65979096,8.186710855,55.19906479,98.00696759,0.156284212,48.57653094
2912.39745,-4.55E-13,100325.6593,99056.27317,-1.038564993,0.188624557,291.7929414,74.46352332,9.671661767,55.74981185,98.562747,0.217865094,21.88703404
2978.082119,-4.55E-13,100294.7504,99023.87341,-1.071002763,0.295116488,291.581531,74.26802771,11.15693421,56.30065347,99.11614644,0.279511336,43.43235794
3016.526053,0,100269.0151,98997.17929,-1.214703063,0.353276882,291.3725898,75.46143653,13.22064386,57.02159758,95.38797291,0.45873913,31.31508503
3006.761827,1.237002409,100243.2785,98970.48407,-1.358317994,0.411404013,291.1636506,76.65531687,15.28303785,57.74347796,91.65956323,0.637921479,23.21829702
2990.945178,2.474004818,100215.1608,98941.80171,-1.348353876,0.409691031,290.9582094,78.69744334,14.97857491,60.14969267,87.50631028,0.735348096,46.73609322
2918.213856,26.56839161,100187.0286,98913.10535,-1.338336919,0.407823988,290.7527846,80.73944135,14.67411118,62.55426581,83.35338685,0.832586295,51.73199288
2828.459492,50.6627784,100132.6786,98859.21124,-1.233262596,0.128803106,290.5767846,82.55034135,14.3682215,62.0056717,79.79324273,0.590858354,41.78591086
2712.295702,119.7040989,100078.3231,98805.31312,-1.12827384,-0.150076342,290.4009643,84.36006273,14.06185072,61.45641935,76.23370417,0.349200368,81.31723267
2681.70019,188.7454194,100014.1084,98744.219,-1.177220922,-0.174515401,290.5484937,84.04944802,12.8899719,59.72301935,73.76357182,0.233391544,77.92748644
2649.103024,296.8519877,99949.8962,98683.12611,-1.226021632,-0.199072826,290.6961046,83.73832222,11.71821674,57.99108579,71.29475592,0.117660846,97.48285123
2693.373222,404.9585561,99890.11679,98624.23493,-1.011497226,-0.436571912,290.9902222,82.50773104,10.76894368,58.89727403,71.1942265,0.142476875,107.7256504
2732.45641,566.4582475,99830.34252,98565.34931,-0.79708264,-0.67408084,291.2843775,81.27714659,9.820632824,59.80215699,71.0843248,0.167316904,169.5987801
2841.241045,727.9579389,99779.82193,98516.45519,-0.780234569,-0.929296813,291.6462304,80.05865836,10.60331677,58.35885699,54.1136748,0.235331757,355.6972446
2927.000688,1041.573422,99729.30096,98467.56158,-0.763430877,-1.184298048,292.008185,78.83959226,11.38537999,56.9142222,37.1494339,0.303272314,620.4163121
3003.785043,1355.188905,99678.09214,98419.591,-0.826464121,-1.052984607,292.5529791,76.58094814,11.05076793,53.06829278,31.7151536,0.237555402,1006.167585
3007.680123,1683.989467,99626.8712,98371.60861,-0.889608943,-0.921793473,293.0978748,74.32174115,10.71592289,49.22058019,26.28426335,0.17184615,1334.254459
3029.367789,2012.790029,99553.84767,98302.40861,-1.153480994,-1.010633973,293.8254336,71.04993527,9.961954952,42.16491519,26.95206482,0.119916003,1427.221095
3017.755323,2361.125565,99480.80826,98233.19258,-1.417245443,-1.099556754,294.5530199,67.77821245,9.207963079,35.10870765,27.6148271,0.068019557,1367.853185
3010.14221,2709.277647,99379.20238,98135.12787,-1.4874334,-1.336502489,295.3299316,64.65592422,8.410917785,27.07648412,19.21207651,0.076751027,1328.426535
2968.208475,2945.020683,99277.59513,98037.06157,-1.557646388,-1.573308432,296.1067746,61.53398552,7.613710527,19.04960137,10.81099023,0.085454414,830.8482637
2943.942209,3180.469424,99173.53042,97936.12628,-1.672889235,-1.558626432,296.7599217,59.04085905,6.525130233,20.6307646,5.403993172,0.043634708,511.8360706
2976.789688,2980.717193,99069.48233,97835.20805,-1.788078584,-1.543820348,297.4128644,56.54867179,5.437416401,22.2136089,0,0.001837725,995.160382
3002.101175,2781.526663,98995.31762,97764.98746,-1.807023637,-1.305788113,297.6981879,55.74612767,5.908466959,26.82068125,0,0.000918607,1101.725791
3024.487334,2514.49653,98921.14954,97694.76273,-1.82588498,-1.067747921,297.9834917,54.9437746,6.37923029,31.42265618,5.27E-05,0,1265.104837
3000.063312,2247.743028,98840.90542,97617.09214,-1.694152468,-0.815394745,298.2331975,54.48512166,6.333270378,26.85436118,0.094836775,0,1119.25399
2989.067225,2068.71993,98760.6756,97539.43499,-1.562415206,-0.563068867,298.4828583,54.02675636,6.287300097,22.2872039,0.190736281,0,1036.062094
2987.66192,1889.676998,98706.16972,97485.95264,-1.422131782,-0.359852455,298.6512406,54.08585048,6.222674244,19.76680919,2.293217751,0,977.9451985
3004.807594,1531.181021,98651.67887,97432.48533,-1.281999298,-0.156534171,298.8194926,54.14549224,6.15838269,17.25164516,4.3980034,0,965.4476229
3000.509973,1172.685044,98624.23475,97406.0765,-1.413405671,0.230051387,298.7532867,55.19035401,6.695495631,24.14646428,10.64800605,0,930.6715353
3032.091142,864.6970648,98596.78985,97379.66496,-1.544579467,0.616334563,298.6868385,56.23645721,7.232854306,31.03603517,16.89629492,9.19E-06,922.3924059
2995.944123,556.7090854,98567.92808,97348.35614,-1.257345829,0.458630257,298.1844562,59.51590133,8.212286923,28.48405223,20.0615058,0.016553309,684.9336872
2988.44545,349.1569307,98539.08268,97317.06479,-0.97027407,0.30110515,297.6820271,62.79506355,9.191196954,25.93677418,23.22496222,0.033079044,395.6333182
2943.537147,141.6047761,98539.67386,97317.21773,-0.974423991,0.46595928,297.0954388,65.56710473,9.229973366,31.85359124,23.23214043,0.016534926,139.8081704
2912.112366,71.37100497,98540.26433,97317.36939,-0.978694895,0.630862835,296.5090517,68.3375424,9.269388852,37.76736931,23.24073162,3.83E-06,79.34774741
2902.200024,1.137233893,98539.5908,97315.21351,-1.200615704,0.884682804,296.2843752,68.22326887,10.45849856,38.21400284,25.79128183,0.006897212,30.30747605
2835.89347,0.568616946,98538.91165,97313.05282,-1.422343603,1.138317789,296.0596981,68.10953963,11.64683754,38.66181318,28.34604866,0.013792382,23.81550233
2778.39699,0,98528.1087,97302.24105,-1.297027462,1.059165231,295.8339923,68.97498963,11.44865254,41.22672201,38.48650289,0.023902676,35.13962485
2720.815297,-4.55E-13,98517.31135,97291.43426,-1.171702104,0.980064435,295.608267,69.84094371,11.25231695,43.79483139,48.62517872,0.034072202,19.8464937
2649.588574,0,98516.57312,97289.58132,-1.029796052,0.994082965,295.3476493,71.61373488,14.38306224,52.1207461,55.56451401,0.150800437,31.94886477
2601.29165,0,98515.83289,97287.72653,-0.888053412,1.008156653,295.0870837,73.38584332,17.51281422,60.44240988,62.49958483,0.267430378,26.13022195
2564.745837,0,98511.50053,97282.53241,-1.040292259,1.121461506,294.920172,73.92970214,18.85558569,61.11666871,61.7628613,0.207227878,8.498144347
2517.725594,0,98507.16164,97277.33225,-1.192355799,1.234740192,294.7532959,74.47323637,20.19809308,61.79045161,61.02417267,0.14709329,36.98427264
2469.809157,0,98491.0587,97261.25872,-1.029040631,1.30094378,294.6506194,74.43281578,21.06551543,61.60806338,56.75026973,0.209133746,20.02364379
2451.801518,0,98492.39882,97249.38587,2.447201166,0.991883193,292.1117284,86.24131134,40.99575207,49.39048273,78.44511758,0.744610907,10.86730391
2367.355941,0,98532.63412,97287.48587,3.241934725,1.021242964,292.1523461,86.33583781,46.56359325,53.46763273,75.60734405,0.970713848,16.70100613
2337.889973,0,98572.88916,97325.60571,4.036698704,1.050818365,292.1928557,86.43092037,52.13017462,57.5444213,72.77084387,1.197000102,25.001705
2356.081513,0,98648.67151,97399.41159,4.886190322,1.4683128,292.0390616,87.52641155,55.43037168,60.97100071,72.22510858,1.753066279,17.74960369
2449.023578,0,98724.45597,97473.2198,5.735403783,1.885410807,291.8853059,88.62112449,58.72854302,64.39575705,71.67897996,2.309062245,19.71255665
2546.190518,0,98804.02067,97551.21392,6.084212312,1.589333807,291.8005706,88.31579214,58.38244302,64.54080117,70.42525407,2.73874945,28.37372206
2622.187064,0,98883.58569,97629.20836,6.432775442,1.293313745,291.7158644,88.01027854,58.03594967,64.68587242,69.16766981,3.168053691,17.78305034
2688.765018,0,98963.71805,97707.78777,6.339865736,1.099724921,291.6835703,87.37870501,56.98183497,64.87975771,60.96885157,2.90840325,32.89813227
2704.268801,1.644564479,99043.84263,97786.35981,6.246898779,0.906219972,291.6512377,86.74757003,55.9272272,65.07484695,52.76961447,2.648920802,15.67062124
2684.002938,3.289128958,99109.98969,97851.67158,6.050936132,0.863605355,291.5496789,86.90538179,53.98559484,67.43582342,43.81683623,2.69165889,47.31702703
2619.333896,48.16099358,99176.1236,97916.96987,5.855025464,0.821030807,291.4481099,87.06353103,52.04450981,69.79297662,34.86769458,2.734255537,55.38822169
2494.671807,93.03285819,99218.59713,97958.03752,5.752624581,0.850541359,291.3281981,87.82878985,51.08804804,65.27207074,32.46075516,2.522399361,120.4530145
2401.990704,205.6215381,99261.07592,97999.11113,5.650221713,0.879907462,291.2083867,88.59366586,50.13212642,60.75271946,30.05452105,2.310655011,192.2698446
2332.47812,318.2102181,99313.01709,98050.90525,5.544247008,0.649408057,291.2690925,88.66985409,50.14792054,59.03009593,28.91711114,2.300085746,319.7201987
2321.099553,494.6532845,99364.9538,98102.69508,5.438366183,0.419056238,291.3298564,88.74524412,50.16287214,57.30638413,27.78134558,2.289482524,443.6463409
2336.775246,671.0963509,99408.85086,98146.78332,5.501378831,0.454213873,291.4949447,87.38465294,48.66213096,53.62487531,29.60378196,2.217790907,530.1699973
2369.091962,831.4555181,99452.74651,98190.86957,5.564493339,0.489381159,291.6599461,86.02448755,47.1631211,49.94696956,31.4253846,2.146005846,657.8482928
2426.752983,991.8146852,99494.12004,98231.3931,5.81085628,0.541909774,291.6688873,85.43030519,48.77875346,52.75100191,31.74707907,1.906116287,678.5112991
2503.375435,1010.319436,99535.49528,98271.91878,6.057111151,0.594403112,291.6778191,84.83622522,50.39258348,55.55452364,32.06806186,1.666362298,610.6962622
2502.386913,1028.824187,99579.9394,98316.31878,6.108947622,0.583433656,291.6697897,84.42632816,48.76402171,57.43943247,31.10872327,1.67049818,541.3022128
2514.239319,1087.410006,99624.38033,98360.71557,6.160776108,0.572481685,291.6617781,84.0164408,47.13666868,59.32282539,30.14679169,1.674542151,499.5518688
2547.936668,1145.995825,99663.09504,98399.32145,6.198241402,0.59298495,291.6858369,83.62400551,47.68383045,58.47910774,24.52007511,1.513237004,488.4210353
2519.239062,1288.307232,99701.81097,98437.92806,6.235735395,0.613275844,291.7098512,83.23189051,48.23019597,57.63767193,18.89382287,1.352196869,359.1315215
2537.052282,1430.618638,99742.72567,98477.85159,6.324858631,0.251513483,291.6537335,83.41599346,47.34411656,60.90126016,14.10292122,1.667913928,283.8260857
2522.103716,1265.704184,99783.64244,98517.77653,6.413782575,-0.110026518,291.5975116,83.60036145,46.45945411,64.16518189,9.321974278,1.983538564,296.0829199
2485.359809,1100.78973,99828.26891,98560.22947,6.144182575,-0.071539657,291.3536881,84.26156734,48.12391882,68.02905542,22.44955758,2.132895182,231.9039665
2481.116789,936.6212911,99872.89958,98602.68747,5.874697006,-0.033242657,291.1099068,84.92261212,49.78702799,71.89107676,35.57527631,2.282110102,80.65216153
2462.396824,772.4528523,99925.07605,98654.24923,5.811072006,-0.336507648,290.9420832,85.29383565,49.01151916,72.421015,45.34664948,2.176411131,16.55663075
2446.74806,664.3830169,99977.25843,98705.81646,5.747350328,-0.639718374,290.7742844,85.6648654,48.2368768,72.94751811,55.11603363,2.070672078,15.02835698
2464.032877,556.3131814,100040.082,98767.20764,5.509705917,-0.845306236,290.6509903,85.68728599,49.02099444,67.29422693,61.30715127,1.892823401,35.92484144
2459.163385,548.1456754,100102.9036,98828.59711,5.272108918,-1.050872744,290.527699,85.70977426,49.80519029,61.64422367,67.48920061,1.714908854,58.97177177
2457.850662,539.9781694,100162.4095,98886.92652,5.119808035,-1.218024068,290.4094343,85.85403897,50.73006088,61.90918544,57.3573632,1.418493854,105.1843882
2480.037138,481.8680261,100221.9117,98945.25172,4.967466597,-1.385125866,290.2911571,85.99839915,51.65548517,62.17294884,47.22590079,1.122170128,139.4151203
2499.937736,423.7578828,100274.7352,98995.9929,4.742165421,-1.463131542,290.1504512,86.31451091,53.57701752,60.28085766,37.76904466,0.99004676,145.2277688
2552.989481,334.8324608,100327.5573,99046.73329,4.516837194,-1.541114768,290.0097343,86.63054457,55.4978693,58.3896098,28.32126643,0.857927924,107.3695473
2599.248547,245.9070388,100377.822,99096.07447,4.242845724,-1.578709239,289.8491167,86.8060681,56.19437224,58.01549216,35.20459966,0.733961659,93.4096267
2643.682987,157.1174231,100428.0865,99145.41539,3.96891171,-1.616266235,289.6885304,86.98130099,56.89039729,57.64178023,42.07882948,0.610038861,80.58180896
2684.397031,68.32780734,100477.91,99194.29775,3.798342004,-1.586405999,289.5844422,86.63366569,56.72669435,57.99795081,32.57600624,0.564312723,69.37267325
2692.620108,34.5598203,100527.7379,99243.18417,3.627850869,-1.556547689,289.4804412,86.28558766,56.56233717,58.3534899,23.07781211,0.51857784,39.21625032
2688.450262,0.791833271,100585.2967,99299.39888,3.598709104,-1.530153442,289.5334118,85.14101413,55.22099893,57.5729546,21.90737742,0.457111729,24.27205478
2649.437899,0.395916636,100642.861,99355.6192,3.56954931,-1.503792089,289.5863373,83.99703781,53.88090454,56.79191826,20.73257692,0.395661829,12.39405731
2625.418265,0,100710.2727,99421.94567,3.507953721,-1.536605937,289.5582491,83.92744958,54.77848101,55.10950062,11.7036822,0.363378087,23.11416665
2582.404529,-4.55E-13,100777.6705,99488.25849,3.44626953,-1.569375026,289.5301542,83.85786877,55.67494767,53.42744998,2.67905914,0.331089621,15.30261683
2524.937509,0,100819.7881,99530.00849,3.225187471,-1.521621264,289.4900071,83.80166289,54.57486237,52.40564409,1.339157375,0.290303591,33.89956527
2465.818821,-4.55E-13,100861.8954,99571.74838,3.00405261,-1.47395056,289.4498323,83.74554018,53.47511618,51.38386216,0.000840928,0.249504477,21.18170722
2405.425904,0,100885.4248,99595.29838,2.68792761,-1.575700132,289.3597441,83.83903429,52.98541324,50.40515627,1.514511516,0.185166292,11.1532504
2383.927288,0,100908.9445,99618.83835,2.371789285,-1.677357739,289.2696285,83.9328244,52.49438347,49.42665623,3.029301482,0.120852106,36.46351102
2345.932466,0,100915.0034,99624.34129,2.031678667,-1.613570916,289.1303344,84.55909204,49.61639229,48.81845623,6.557851482,0.099712451,13.30019898
2295.93645,0,100832.8901,99543.65493,2.524118481,-1.790416861,289.404452,84.52087571,53.21938961,45.81021497,0.899918915,0.170931059,29.97474942
2300.313602,0,100846.8607,99557.83141,2.181502717,-1.615438825,289.2650991,85.39832865,52.4912749,44.69362967,2.532789503,0.127043412,11.86017525
2298.517911,0,100860.8288,99572.00459,1.839007896,-1.440402828,289.1257517,86.27554001,51.7631969,43.5789269,4.167447265,0.083176573,29.78667876
2328.493952,0,100870.27,99580.26635,1.714092073,-1.161092592,288.9964576,86.71814883,51.1011469,45.8508769,9.017230445,0.07674272,5.842743574
2427.7283,0,100879.7239,99588.54103,1.589274344,-0.881908697,288.8671994,87.1606544,50.43943677,48.12271439,13.86767185,0.070328015,19.6533721
2564.324708,0,100912.1651,99620.04397,1.640928285,-0.830010235,288.8025523,87.41740146,50.3891603,50.19215263,19.90225835,0.098361103,20.40418071
2686.846436,0,100944.6114,99651.55189,1.692501375,-0.778096594,288.7379048,87.67420156,50.33868757,52.26014199,25.94079258,0.126370065,33.45805939
2738.615309,0,100986.3173,99692.00483,1.598624052,-0.698875802,288.6724636,88.02642509,49.93514346,51.72160375,39.08129937,0.110974829,18.19788969
2761.543943,2.94379673,101028.0203,99732.45516,1.504720119,-0.619628064,288.6070013,88.37892828,49.53132328,51.18215877,52.21955624,0.095588785,24.05715299
2754.949919,5.887593461,101064.5203,99768.20516,1.362945884,-0.491904447,288.5034425,89.23454299,48.63087328,49.01147053,61.31019742,0.096737756,29.45671164
2723.077011,59.45145163,101101.0174,99803.95327,1.221198584,-0.364292318,288.3999902,90.08980596,47.72932385,46.84044679,70.39778125,0.097880599,18.58097776
2660.994275,113.0153098,101132.3704,99836.31504,1.127909437,-0.437247895,288.4881961,90.31230302,44.84990621,44.06584679,73.98521361,0.088000055,15.64465129
2607.931545,229.9576229,101163.7251,99868.67756,1.034626405,-0.510183287,288.5765423,90.5338675,41.97142283,41.29053552,77.5722614,0.078110447,26.51086573
2591.869398,346.899936,101198.2545,99902.3952,0.952343199,-0.546805328,288.9173658,89.07772338,40.77369048,37.23565023,80.46748787,0.051915594,12.32628567
2634.705921,499.3419655,101232.7817,99936.1121,0.869984341,-0.583460806,289.2581833,87.62127738,39.57772216,33.18316086,83.36224759,0.025736315,17.96968433
2710.204777,651.783995,101263.3994,99968.47975,0.651527594,-0.680269647,289.5881245,85.6217362,41.55526334,33.44094557,85.41732995,0.027574551,8.77702586
2863.944166,818.0928933,101294.0049,100000.8346,0.433125194,-0.777121044,289.9180226,83.62223608,43.53135164,33.69729734,87.46821085,0.029426062,20.51155819
3094.998414,984.4017917,101302.7696,100010.1258,0.3124941,-0.950529803,290.1704638,81.69658608,42.89371635,31.37580617,81.96068732,0.055161356,45.10471587
3228.114249,1243.03217,101311.5328,100019.416,0.191985756,-1.123882132,290.422921,79.77100551,42.25451647,29.05461099,76.45405738,0.080872906,30.22571084
3334.540172,1501.662548,101317.5916,100027.0072,0.292303367,-1.195718044,290.704274,77.97033492,38.80064,27.2659204,72.55498679,0.06386923,67.3343412
3426.184232,1787.851967,101323.6422,100034.5905,0.392499185,-1.267386332,290.9856733,76.16966372,35.34525481,25.47635099,68.65165571,0.046862107,205.564607
3459.622891,2074.041386,101314.8186,100028.0169,0.273586805,-1.037498461,291.3505557,74.36788725,29.1756854,22.10577658,57.08370571,0.023654386,254.751699
3475.023234,2348.526391,101305.9938,100021.4417,0.154816556,-0.807755034,291.715449,72.56625604,23.00902732,18.73796311,45.5232371,0.000459431,397.0976102
3500.612549,2623.011396,101294.8762,100011.8329,0.291738577,-0.837865584,292.1000666,71.02595899,22.07985056,20.33708163,47.4217871,0.000229652,549.7784512
3398.102317,2555.055255,101283.7609,100002.2259,0.4286918,-0.868043545,292.4845455,69.48631593,21.15077034,21.9356704,49.32312637,0,573.73656
3244.429503,2487.099115,101276.9962,99995.92003,0.621778464,-1.019493727,292.6193102,69.1232277,20.39537916,22.58120981,56.24235284,0,619.0776756
3354.450855,2324.437496,101270.2381,99989.61977,0.814823734,-1.170946968,292.7539747,68.76062565,19.64023611,23.22701889,63.15585238,0,429.405016
3484.603464,2161.775878,101275.2969,99993.44036,0.933399587,-1.327901759,292.7084453,69.27266976,19.3314664,24.35796065,59.76660826,0,257.020143
3509.23078,1945.047983,101280.3577,99997.2637,1.051907076,-1.484753606,292.6628801,69.78473629,19.02178556,25.48889524,56.37871171,0,56.94804192
3495.526864,1728.320088,101288.9459,100006.0431,1.047427823,-1.456408959,292.5529389,70.3371157,17.07296673,26.60692083,55.41507935,0,21.116279
3465.315476,1575.298533,101297.5315,100014.8191,1.04291396,-1.428045589,292.4429973,70.8894532,15.12573164,27.72337347,54.44434777,0,82.67831874
3497.725091,1422.276978,101301.3256,100017.422,0.976136172,-1.365999471,292.3322326,71.36638555,16.0276184,26.01008376,40.70210395,0,139.8680792
3521.789844,1223.558335,101305.1227,100020.0286,0.90937127,-1.303904552,292.2214399,71.84344425,16.93007722,24.29655071,26.96931219,0,83.01199448
3510.425079,1024.839692,101314.2109,100029.2434,0.865789147,-1.154015152,292.0603223,72.54780013,18.86165299,22.14524306,30.24078643,0,74.49910877
3459.455013,795.7032089,101323.3025,100038.4611,0.822174676,-1.004164574,291.8991387,73.25298267,20.79196577,19.99401919,33.51489436,0,74.57952601
3403.830755,566.5667256,101338.3025,100053.2053,0.72036816,-0.924155551,291.6194328,75.44531502,20.45016709,17.9934936,41.52702065,0,92.92141944
3362.463438,360.9334189,101353.303,100067.9489,0.618519717,-0.844195356,291.3396468,77.63810825,20.10784901,15.99383248,49.53565318,0,73.62825165
3329.86041,155.3001123,101369.3619,100081.8254,0.441244645,-0.852079309,290.9156174,80.6600259,18.83113992,15.54934718,51.25899813,0,67.85424086
3271.584457,78.57095373,101385.4215,100095.7031,0.264022644,-0.859947207,290.4916125,83.68101583,17.55473401,15.10428266,52.97386437,0,56.24571938
3253.541496,1.841795115,101403.0098,100111.9149,0.182276741,-0.838931413,290.1117007,85.03303936,16.82374772,13.61718354,39.43555099,0,27.55950393
3212.715146,0.920897558,101420.5967,100128.1261,0.100549463,-0.817889543,289.7318679,86.38459213,16.09230826,12.13068679,25.90200393,0,23.70026296
3180.932163,0,101435.7437,100143.3114,0.05232728,-0.74993669,289.4941326,86.88924507,14.54560949,11.72785738,20.94307625,0,30.15526671
3108.387234,0,101450.8846,100158.4905,0.004145586,-0.681998442,289.2563842,87.39398861,12.99884211,11.32519432,15.98611925,0,19.33601755
3051.603182,0,101454.8551,100162.5287,0.028801766,-0.640334377,288.9950607,88.06172685,11.32863122,11.22179815,14.57441136,0,32.70279792
2979.571707,-4.55E-13,101458.8206,100166.5616,0.053435748,-0.598705755,288.7337593,88.7293862,9.658405183,11.1191308,13.16127773,0,44.44225738
2945.227755,0,101453.6148,100160.991,0.038137536,-0.620838849,288.5123182,89.25513326,7.960911566,12.32762403,9.183222381,0,22.82571953
2882.536686,0,101448.4052,100155.4174,0.022760902,-0.642907455,288.2909113,89.7806584,6.264265258,13.53581728,5.20715446,0,34.5208701
2837.758774,0,101436.5228,100144.3527,-0.133697362,-0.548962014,288.1312054,89.90696134,6.091929758,14.20433482,4.80647593,0,54.99170387
2796.647844,0,101396.7565,100105.1335,-0.100968653,-0.318685336,288.0575657,86.57634988,2.734408021,13.7190892,13.47251619,0,9.07640902
2721.316903,0,101381.9329,100091.257,-0.027179185,-0.217379045,287.9111245,86.68730282,2.799034668,13.40529596,21.70436531,0,48.5489527
2708.569518,0,101367.1104,100077.381,0.046544579,-0.116169606,287.7647869,86.79750779,2.864002793,13.09033269,29.93801835,0,22.39850479
2733.389999,0,101353.9927,100064.2692,0.002068229,-0.189196241,287.8047281,85.56211367,3.543289558,10.67047034,41.41693159,0,25.60498415
2836.472742,0,101340.8765,100051.1586,-0.042416539,-0.262156943,287.8445788,84.32739108,4.222679243,8.25173494,52.8875624,0,32.40647578
2949.644811,-4.55E-13,101330.3471,100040.1821,-0.102045686,-0.216502466,287.721667,84.30074991,5.087222419,7.860391705,49.45811446,0,42.62772994
3023.026557,0,101319.8218,100029.2102,-0.161622526,-0.170804514,287.5987905,84.27383231,5.951966657,7.469936472,46.03071537,0,30.47687964
3088.42135,-4.55E-13,101316.7336,100026.3661,-0.127099585,-0.046895117,287.5393788,83.74964408,7.178419304,8.67699706,46.2892089,0,33.12526563
3093.388692,6.952606973,101313.6465,100023.5226,-0.092604213,0.076964409,287.4799614,83.22568707,8.404502542,9.883800343,46.54856332,0,36.49755791
3070.673475,13.90521395,101312.5582,100021.8697,-0.107704777,0.111106983,287.4104025,83.11769883,8.966019012,10.62771152,48.35664861,0,55.21525913
3051.900993,131.1957863,101311.475,100020.2222,-0.122751449,0.145264292,287.341262,83.0082484,9.527442938,11.37144238,50.16395041,0,94.88463771
2987.45153,248.4863586,101319.4456,100028.3633,-0.04084381,0.205930674,288.0245561,80.26831605,9.922377938,11.79079238,50.56174776,0,109.3452643
2921.232437,494.5072286,101327.4153,100036.5053,0.041039203,0.266644094,288.7080755,77.52780528,10.3169196,12.2101707,50.95671038,0,182.8357397
2888.425007,740.5280987,101333.7682,100045.9729,0.078621511,0.411978094,289.796899,73.74672587,10.00384401,12.68049482,46.25198803,0,165.6579781
2898.56291,1036.980758,101340.1151,100055.435,0.116284483,0.557169201,290.8856877,69.96561618,9.690923207,13.15065937,41.54369132,0,104.1832807
2946.532291,1333.433418,101335.5563,100054.885,0.299059041,0.445296275,291.9117759,66.13002794,9.65646056,13.3337629,30.40512508,0,119.0582714
3094.708237,1739.740162,101330.9925,100054.3299,0.481873935,0.333348883,292.9378072,62.29508651,9.622153491,13.51691151,19.26834284,0,240.2390402
3303.685866,2146.046906,101317.5808,100044.574,0.737251488,0.087437933,293.8613955,59.62374533,9.867731432,13.78115533,11.34095302,0,327.8204796
3488.712207,2481.669704,101304.1685,100034.8163,0.992570818,-0.158470435,294.7847949,56.95333657,10.11278199,14.04502896,3.417238082,0,427.7323587
3586.718802,2817.336943,101289.8156,100021.7398,1.143147089,-0.399732558,295.3685302,55.9603454,9.409078465,13.64292278,2.104625279,0,517.6629231
3633.251949,3058.346784,101275.4603,100008.661,1.293644024,-0.640904749,295.9521386,54.96769228,8.705465096,13.24135515,0.793508434,0,508.4055666
3690.349169,3299.225849,101256.9603,99991.39335,1.301416642,-0.720288014,296.3075798,54.58321581,8.164050096,13.80861897,2.173619934,0,481.1321678
3756.817158,3377.961591,101238.4543,99974.12001,1.309154313,-0.79954959,296.6629375,54.19887868,7.622445606,14.37553374,3.553126668,0,383.7787443
3772.728569,3456.948892,101209.1308,99946.60825,1.254023999,-0.659894723,296.8680257,54.06520515,6.73994737,14.31450227,3.844657732,0,379.4729961
3670.437425,3455.765976,101179.8044,99919.09337,1.198943154,-0.520316061,297.0731183,53.93128567,5.857677319,14.25323184,4.137541146,0,449.0731154
3528.472882,3454.655148,101145.3044,99885.99043,1.232859292,-0.517831494,297.2860595,53.35490037,5.385910496,13.76207625,6.863301258,0,471.9028798
3644.946367,3328.448126,101110.8102,99852.89282,1.266775117,-0.515412216,297.4989095,52.77889325,4.914002854,13.27104593,9.588341712,0,465.6689386
3768.756413,3202.156605,101086.7808,99829.38106,1.300127205,-0.630447562,297.5478507,52.88321384,4.188762706,13.00536475,11.01871818,0,564.6111162
3787.845034,2953.796929,101062.7577,99805.87552,1.333389313,-0.745426327,297.5966907,52.98805242,3.46386244,12.74004779,12.44843723,0,863.4652356
3806.25615,2705.632153,101050.2283,99793.56963,1.204775842,-0.758614562,297.463426,54.02477007,3.350406645,13.12994885,12.69545076,0,869.8833182
3768.394995,2357.772312,101037.7,99781.26442,1.07615444,-0.771751464,297.3301427,55.0614279,3.237073722,13.52053366,12.94274672,0,791.4506585
3761.230863,2009.912471,101027.1412,99770.16148,0.933263322,-0.69253997,297.1634662,55.99047202,3.344784428,15.14120114,13.69814496,0,687.0550158
3767.643541,1634.481406,101016.5841,99759.05976,0.790388954,-0.613344658,296.9967325,56.91977128,3.452570928,16.76077236,14.45207037,0,519.5283355
3734.653989,1259.050341,101009.0841,99750.15976,0.677647539,-0.563260705,296.7270561,58.30806833,3.696711404,16.40820266,12.55639096,0,373.297553
3662.97212,981.1527915,101001.5926,99741.26897,0.564835784,-0.513121223,296.4573054,59.69708151,3.940713854,16.0555783,10.66177667,0,360.896085
