Feature,1,2,3,4,5,6,7,8,9,10,11,12
S173,36.91027539,364.2806747,-17.28265569,-19.24434893,37.00607614,-24.79683789,34.81603046,-38.78917218,13.51481183,74.51351272,-43.31590199,11.26700022
S174,32.55645,357.6585001,-15.09058382,-16.98955386,37.83237562,-21.79534549,34.91445088,-29.69489923,15.71023577,77.69425421,-45.1045692,11.36792107
S175,29.06456194,333.2648005,-14.37967597,-16.32624695,41.89542533,-19.84957827,34.84694238,-23.23842259,16.14053114,78.88929865,-43.8962436,10.99299386
S176,26.45925434,288.3068683,-14.70572084,-16.72528505,50.64692493,-18.90505676,34.68257445,-19.16888554,12.7717442,70.7005764,-41.42397718,10.22825991
S177,25.31010847,223.5380746,-16.0008112,-18.08680228,59.6662774,-18.82499382,35.18583916,-18.07053155,7.467978635,59.27864487,-37.83839879,9.14885017
S178,24.12905973,145.9554397,-17.75896566,-19.80560233,66.95006609,-18.94909024,34.97811232,-17.03679978,1.06788603,47.12244271,-34.44337483,8.157622466
S179,23.78208893,85.62829607,-19.68159769,-21.75133162,72.14334102,-17.61430663,35.33376156,-15.48123886,-3.3222534,36.56274168,-30.57399125,7.566053463
S180,19.62950762,19.06934837,-20.92167866,-22.87280847,70.25175066,-14.87500201,32.8474784,-13.83313256,-8.192745228,16.57373623,-26.07487961,7.593423026
S181,16.6008401,-38.8758062,-20.08343639,-21.91714005,67.57769312,-9.483946666,27.90533251,-9.651141875,-10.71808278,1.062799502,-21.76398835,7.815332474
S182,16.37583246,-95.83262794,-17.03218856,-18.79552076,69.5474697,-0.664936219,21.59439851,-4.040617378,-12.31511026,-12.76678297,-16.66669622,8.184032822
S183,17.02924452,-113.4604999,-12.70260649,-14.4490794,71.74788926,8.200231088,14.27847978,1.452711884,-12.04902281,-17.61302349,-12.23665954,9.194302077
S184,15.21159094,-132.1621903,-10.83368453,-12.5566719,65.06008762,13.04793394,12.02927783,1.675047419,-12.9441607,-17.70437712,-10.90021537,9.256750884
S185,11.30497254,-131.4154601,-9.071639329,-10.79462133,58.28885096,18.30563018,10.26284229,2.037371718,-13.1409631,-17.02510003,-9.533658378,9.624137801
S186,7.800363091,-131.6942084,-7.825864326,-9.473819974,50.67107767,22.42431044,9.685955292,2.685798932,-13.37642386,-17.0144863,-10.04182282,9.88394334
S187,2.652109288,-131.1631039,-6.653563052,-8.208248939,43.08980238,26.07164384,9.216050018,3.177627979,-13.49037847,-17.17228214,-10.62003661,10.14315802
S188,-0.461298769,-130.5110248,-6.49291242,-8.046026095,40.95440809,25.1958935,8.98703204,3.349845092,-13.30833775,-17.48975635,-8.614584321,10.36779336
S189,-4.109865101,-129.3810369,-6.377508807,-7.921499806,38.36450674,23.99578331,8.913137764,3.582941504,-12.43386554,-18.04236262,-6.72426107,10.60281379
S190,-6.908898137,-128.8227268,-5.789883952,-7.240015718,35.94537924,25.49710229,9.214928758,4.049268224,-11.43202052,-18.09424723,-8.130495924,10.78651294
S191,-8.369584082,-128.4485764,-5.30302805,-6.672318954,34.08160521,27.0555627,9.461157185,4.566310347,-10.20260046,-18.01460977,-9.642617487,10.96558661
S192,-11.54810528,-127.1395204,-4.454288729,-5.719933086,30.81326451,28.7231565,9.497530637,4.759436716,-10.50173987,-18.69710987,-9.953638048,10.85523283
S193,-13.96965747,-119.2583809,-1.304535583,-2.630896869,27.20222104,44.40745113,6.866318404,6.49296349,-6.24284045,-21.38593657,-14.07201312,6.203264778
S194,-18.00434959,-119.3346753,-1.943988904,-3.114910603,29.96029179,39.42157354,7.864899889,6.264056855,-6.914004195,-21.90720849,-14.97303958,5.946702991
S195,-19.47265668,-120.0444448,-2.477006463,-3.5108601,33.43244556,35.6907639,8.879324847,6.280666694,-7.68905113,-21.9675286,-16.27141847,5.816684004
S196,-19.50671779,-122.0531314,-2.573616331,-3.474211942,33.95303671,33.91587345,9.163884607,6.828545956,-10.08476505,-21.3363216,-17.33121948,3.843441328
S197,-18.39933589,-124.257867,-2.736899373,-3.508884747,34.842004,32.64907075,9.442284646,7.443760996,-11.76016548,-20.56326658,-18.74531258,2.044754405
S198,-13.97177619,-126.9561055,-3.092575466,-3.802892207,32.82648707,34.96437932,10.23057533,7.473049478,-11.89487798,-19.74747989,-20.08435625,5.110921007
S199,-11.21085478,-128.5883838,-3.479893707,-4.125881226,30.10928221,37.00765002,11.28563863,7.438558593,-11.66887887,-19.30415672,-21.33390245,7.983422813
S200,-8.263564959,-129.5436878,-3.731437193,-4.381859794,28.73255877,37.67647725,12.02523777,7.456614366,-9.88792396,-18.99132852,-21.37434091,9.439363735
S201,-8.961143689,-128.95685,-3.888961191,-4.527222147,26.37371116,36.73581757,12.9373456,7.406049657,-7.257925587,-18.56524287,-20.98845776,10.79276307
S202,-9.601779361,-125.4983226,-3.206281524,-3.839771506,22.00491259,43.03256191,12.0575036,7.564491784,-6.513072394,-21.32785595,-20.35524752,10.27353
S203,-12.02539409,-116.6871653,-2.647538445,-3.267803779,17.42351808,47.80070887,11.4850361,7.630283127,-5.526179714,-24.7890547,-19.8357048,9.656826389
S204,-14.37484629,-109.2740165,-2.309081173,-2.919516399,12.93879746,52.42388524,11.40511161,7.708737325,-5.84534012,-26.83760861,-19.77926413,6.539434732
S205,-14.60497236,-99.57749294,-1.968743533,-2.591929764,9.099457478,57.9885748,11.27035262,7.766594294,-6.112791339,-28.81803234,-19.86161677,3.506515178
S206,-13.89515553,-92.01993563,-1.657988284,-2.298652886,10.89537322,56.1483588,10.27956739,7.231987988,-7.125896481,-29.32588262,-19.04368321,-1.724147834
S207,-10.42699416,-80.52500718,-1.352532013,-2.035028286,13.12479998,55.81144339,9.38728321,6.355408567,-7.814565882,-29.57658658,-18.57091606,-7.814401489
S208,-6.936337397,-71.19001792,-1.522439501,-2.239937997,19.53578745,45.71276953,9.330200007,6.119358134,-8.680488906,-26.9780748,-17.07705208,-12.11533306
S209,3.237477475,-58.37897854,-1.710674835,-2.511402494,29.02897834,37.76770275,9.530546286,5.907609844,-9.14282357,-24.13462174,-16.14348081,-18.40907469
S210,19.9083554,-44.92438619,-1.305702489,-2.174419527,34.30975245,37.30021797,9.259542142,7.367915187,-9.823252846,-21.5663226,-16.16170145,-3.463892072
S211,29.52237942,-30.97645741,-1.85374023,-2.747796539,37.98123755,36.14244507,8.882287558,8.472832323,-10.82858864,-21.12922959,-17.40564805,9.054192184
S212,32.41486249,-16.44468024,-2.099565908,-2.924810447,38.3243884,36.69054826,8.629527074,8.974873068,-11.16590329,-23.688853,-19.99279146,9.284026867
S213,32.74326746,-7.242086398,-2.20228484,-2.941785696,38.01516301,36.77857967,8.319572533,9.383807503,-11.38161013,-26.42504686,-22.13916796,9.394802535
S214,31.87955884,1.533209872,-2.404001063,-3.034340117,30.7191101,41.8104852,9.475238113,9.571490979,-11.22379062,-28.2644771,-24.75193843,10.09228122
S215,30.89383099,6.52044715,-2.609641137,-3.143707557,23.40445328,47.61022891,11.33859926,9.664584421,-10.95688033,-29.73170225,-27.60996782,10.61650222
S216,29.19618839,11.79811968,-2.621284489,-3.062138758,15.37588056,50.55623242,11.6486101,9.621771899,-10.94185445,-32.02500154,-28.18836144,10.15694094
S217,25.96325094,2.586741465,-2.546565919,-2.862135606,7.257990717,53.24314682,11.79182628,9.721104492,-11.0610534,-34.07147033,-27.57313925,9.624068712
S218,21.9174056,-6.262157845,-2.385230435,-2.59103433,2.621831269,48.09769961,9.917641889,9.300378623,-12.25662847,-37.07357901,-23.45115806,9.183719877
S219,23.86992972,-17.08576006,-2.585503583,-2.76767337,-3.18248739,43.98229242,9.03512284,8.357502843,-13.43922756,-38.46063096,-21.72554038,8.37809595
S220,26.64713281,-27.90540142,-2.428304757,-2.572315094,2.627789559,41.19402272,10.25110839,8.323901427,-13.21839404,-35.63774689,-23.91576214,5.782316566
S221,27.89037645,-35.47373446,-2.095520961,-2.181426068,8.541020607,38.33856881,11.15368669,8.489444996,-12.93923837,-33.49334882,-25.59390105,3.156256826
S222,30.97302318,-43.51498295,-1.403394408,-1.481271867,22.6323881,33.41247424,11.59418066,8.80833661,-13.16529705,-30.55338757,-26.31596742,3.491596383
S223,32.91039071,-52.0025834,-0.614619177,-0.669986433,36.41659027,28.25951585,12.21080488,9.180443373,-13.35666557,-27.8111196,-26.8146838,3.86456398
S224,33.28058197,-60.25081483,-0.178822017,-0.139107386,41.10785339,25.35366782,13.7245884,8.673772503,-12.802372,-26.11835716,-27.36905934,0.422935308
S225,34.18537996,-67.31022765,0.189172965,0.310061642,45.37039002,22.47005944,15.22839915,7.728023533,-12.15159448,-24.67924408,-28.09252824,-3.485095579
S226,35.04364211,-74.25082727,0.454207523,0.684372894,44.42654541,22.35024731,15.88134349,6.772577577,-12.22495367,-24.59255403,-27.55261972,-4.881412312
S227,32.73160052,-88.54408737,0.493437803,0.859052255,42.93687945,21.51174739,16.65701385,5.617357948,-12.5273005,-24.45346378,-26.661099,-6.258540648
S228,28.82840747,-102.4504634,0.429957544,0.914577816,42.67822241,18.80497633,15.67339466,4.728476911,-13.42243964,-24.67641026,-28.2205928,-6.438653584
S229,26.86753994,-113.1557877,0.422845016,1.003254422,42.64211963,16.8749441,14.62486135,3.834821695,-14.07007958,-24.71552302,-29.87726946,-6.633790426
S230,27.17750338,-125.6166863,0.271732087,0.973809665,44.746175,16.91227792,14.70333819,4.200178026,-15.16484625,-24.04728069,-29.20042832,0.677581543
S231,25.30087376,-130.220336,0.31798781,1.131484609,46.22658473,16.63479438,14.99993512,4.562605213,-15.87029076,-24.04772152,-28.74220807,6.62698958
S232,22.00071086,-134.9527575,1.159768233,2.099715395,44.72630613,14.55974034,15.99017703,6.049401706,-16.23073222,-24.61795963,-30.43527038,6.154056782
S233,16.8381602,-135.6988347,2.325400545,3.398169017,42.89382318,12.12271042,17.22702912,7.533864853,-16.5007714,-25.46891698,-32.17098406,5.715349333
S234,14.54681481,-136.0647583,3.187922228,4.40679064,49.68367416,7.115089585,19.33760736,7.803546778,-16.28732493,-24.68773785,-35.67200908,6.347985296
S235,9.004022628,-135.9085328,3.91851918,5.27895714,54.53003902,1.953066949,21.46114035,7.993190857,-16.02573101,-24.25982982,-38.56265042,6.807505508
S236,4.691727843,-134.3328939,4.923958409,6.381934001,54.13476801,0.521010513,23.27557776,9.312293341,-14.90321493,-25.30130384,-40.67354111,5.849281947
S237,-0.641207037,-132.3585071,6.095017321,7.635049817,53.42807118,-0.794888855,24.96371118,10.80376414,-13.43707682,-26.293494,-42.46726599,4.921887295
S238,-4.069140611,-131.6570964,7.828938881,9.490868215,50.64968127,-2.29462703,25.88386802,11.68726041,-13.28902503,-27.59544034,-43.01210329,4.474476078
S239,-8.160631289,-130.6690804,9.680863223,11.4566046,47.57190112,-3.708587844,26.78889465,12.5683586,-13.07534929,-29.037942,-43.4011588,4.007466573
S240,-11.35923677,-129.8780636,11.38291145,13.28888828,44.24127878,-4.926922209,27.62417502,13.43311847,-13.13483645,-30.13463745,-44.01595077,3.294904932
S241,-8.183768504,-111.9229775,8.697248929,10.46334808,-11.88870166,31.8343635,27.1779323,10.54785873,-8.447145831,-42.06964236,-38.93091391,-11.43528235
S242,-8.950139743,-113.3333202,9.631420804,11.52814576,-16.89187324,26.71903324,25.4923332,9.646668632,-9.238263272,-42.58019702,-37.46485056,-7.38621351
S243,-8.349297557,-114.6305944,11.07111629,13.06946758,-22.95658195,22.32911999,23.74458766,8.819404689,-9.993752506,-42.66711124,-35.8005033,-3.737166336
S244,-6.475049499,-115.3936513,13.27022374,15.31982584,-30.82804668,16.47522992,20.35071147,6.326485724,-9.764528297,-41.13717047,-32.62960373,-3.957288183
S245,-4.789657986,-115.7553978,16.56630497,18.6083428,-42.42096004,11.56862811,17.14908636,4.049059915,-8.523336163,-39.02142569,-29.08850083,-4.371834247
S246,-4.722825016,-116.2978809,16.12786099,18.18712303,-43.82998001,10.85131777,14.8551304,1.5220164,-6.931353632,-36.28840391,-27.50742431,-5.111469117
S247,-4.52448595,-116.5842286,15.77474719,17.83541077,-45.65291617,10.22362599,12.67181595,-1.094689766,-5.011536128,-33.62696474,-25.93306424,-5.928146042
S248,-4.288006829,-115.9331153,15.16969843,17.18258525,-49.94960672,9.297200495,11.20225997,-2.772206276,-0.218678071,-31.15876402,-23.39247716,-3.688428427
S249,-4.080384728,-114.5730249,14.64136305,16.6045098,-54.19378933,8.401781871,9.912747765,-4.3567918,5.566631158,-28.81951398,-21.20372499,-1.072589905
S250,-4.117704308,-112.6488401,13.65350078,15.63181607,-52.86581303,8.241608845,8.614243042,-5.989167986,9.970231349,-29.83082244,-20.14784937,-3.378966807
S251,-3.972841545,-107.0941371,12.89625035,14.88963883,-51.25883552,7.990239596,7.344821176,-7.537404103,14.3567819,-30.9451651,-19.38085796,-5.653199988
S252,-2.032455231,-97.81184524,14.99390953,16.80056196,-42.41232589,6.903882751,5.677910576,-8.791803979,18.17979841,-36.28070696,-22.29089227,-23.26346913
S253,-0.197042882,-87.3255127,16.28464599,17.90917721,-36.58015384,5.633669696,4.696262783,-9.154238702,21.02636718,-42.16460567,-26.99036427,-35.57077921
S254,-0.337008907,-70.50360834,16.07113713,17.42240888,-36.1514289,4.958388942,4.940794761,-6.470673189,16.34629266,-42.91975797,-30.96236449,-50.98852412
S255,-2.414106491,-56.59544662,12.36745751,13.51908353,-36.4009768,8.020549834,4.263550097,-5.454192482,13.77191534,-36.34046603,-24.02862574,-64.04279187
S256,-2.552121157,-56.80687585,13.74276324,14.95520536,-35.68259671,7.439905414,4.741422092,-6.813080931,15.60831027,-38.72244976,-27.19728147,-61.32061575
S257,-3.790266093,-55.44842986,13.6095187,14.88715302,-36.07919032,11.3238356,4.791448011,-9.871667372,17.2416292,-37.45266913,-25.27704695,-55.11747994
S258,-3.134244823,-48.46374436,12.62819274,13.85733669,-50.7375745,15.91282568,5.177177026,-11.21969268,18.68483253,-34.17631406,-18.87495727,-50.13424733
S259,0.218423082,-40.53350044,10.66688165,11.89497839,-70.12450033,19.13028347,5.885749817,-11.31984204,21.39375705,-30.44290888,-12.16723672,-32.19903475
S260,-1.647476828,-29.56367655,13.11606614,14.22694097,-79.67436663,16.44289155,5.676088081,-10.51282652,20.32380716,-35.27354212,-10.23897501,-43.43164188
S261,-4.096040668,-10.68971668,15.32839353,16.34777892,-88.12180262,13.01710645,5.520429789,-9.627870965,18.96907963,-40.78032651,-7.96554535,-51.67870383
S262,-6.569846492,6.583480027,17.01987842,17.94198901,-84.67581204,8.274558886,5.789543145,-7.911508055,16.07103881,-43.1674487,-5.488257045,-61.11396923
S263,-4.728907595,9.383255323,16.28790324,17.11224464,-82.97606333,5.606713424,6.026785908,-6.197667057,14.96081637,-41.90853478,-0.272739112,-62.4668184
S264,-4.854204783,12.52717144,16.064244,16.93405162,-81.90208812,5.062320257,5.498666597,-6.286165347,14.99269758,-41.93583213,-6.422222566,-65.58650669
S265,-5.259471627,8.488408304,16.20675688,17.15081373,-79.14699267,4.445303151,5.045988666,-6.162551118,15.61134559,-42.25749501,-12.36743269,-65.41646721
S266,-7.040260248,4.545923615,17.80213838,18.7806109,-78.56783215,4.177545076,4.750412049,-6.629177323,17.88633465,-39.99965245,-10.48828722,-57.69204083
S267,-8.604801275,13.98321347,18.18510821,19.11810354,-84.13751587,4.140979061,4.350496798,-7.816155308,19.1837738,-36.48816059,-8.126625504,-56.80796228
S268,-8.744697374,24.11737306,18.11967761,19.1039025,-93.32658806,4.398821536,4.825670397,-8.468204459,19.30726776,-34.18218341,-4.594895027,-54.97215217
S269,-6.929078442,18.96316829,17.60050113,18.65726174,-102.5867521,4.648886889,5.518896517,-8.62568606,21.19530365,-31.60412841,-1.18387865,-47.38520499
S270,-4.535422392,13.02893522,19.57116513,20.57670945,-104.3101844,4.001342715,5.800975327,-9.967474091,20.84614071,-32.4469929,11.44740991,-43.79849908
S271,-3.678753431,36.44656635,22.28899819,23.23877917,-105.0726932,3.315165006,6.093184006,-11.67068949,17.57629206,-34.00242951,24.3026287,-40.21241073
S272,-3.066229338,59.4623623,23.91057764,24.73295673,-109.4084786,2.425480875,7.911934972,-11.54892131,15.16038088,-34.01201292,31.11691088,-36.73138759
S273,-1.89752641,43.37344219,24.61435952,25.29320398,-107.2545733,1.106473931,9.730443671,-11.03004984,15.60504643,-33.27005333,40.03648074,-31.1694044
S274,-0.27401632,27.97514993,25.16378427,25.9276104,-100.3777469,-0.441105452,9.574989725,-11.46959069,16.9932962,-31.7435774,38.54467003,-26.40434368
S275,0.108542055,1.227924255,25.74928621,26.60781311,-90.28793231,-1.446469053,9.362115385,-11.81192358,19.2446135,-30.13235536,37.47480447,-20.13195929
S276,2.5790135,-28.59655155,24.69741525,25.67111454,-63.16446789,0.63832825,8.720823538,-13.45617639,17.70468958,-26.6412476,32.09831432,-12.90099737
S277,6.525068718,-63.98830153,22.86831182,23.9211215,-33.7351819,2.505976208,7.979785906,-15.12704802,17.63185657,-22.87825778,29.83107724,-4.286205074
S278,10.13594144,-102.8403962,17.37626672,18.45480249,-17.79582076,4.548991446,6.006763844,-15.53887462,23.37021589,-19.07759967,18.76067693,1.775390794
S279,9.695517275,-117.3074246,12.81863823,13.90329262,-3.982656623,5.971565878,4.555677961,-15.44965422,25.7347336,-16.69849569,6.726430594,7.804830207
S280,9.18373172,-133.0314837,13.14665708,14.10980325,9.943219045,5.795631135,2.898148394,-18.61612123,23.7067197,-16.42788224,12.0271254,5.97196523
S281,6.597302643,-136.4530148,13.4557053,14.30955717,23.93342536,5.734377992,0.766617236,-21.86089418,20.78700449,-16.6818211,17.11791225,4.277660943
S282,4.524887993,-135.8120067,11.41606114,12.2919746,25.03008218,6.584856451,0.329640879,-19.06839215,25.00544716,-15.54583459,7.490789926,7.052004578
S283,-0.396672304,-132.8771972,9.274387714,10.17180148,24.91633608,6.685106937,-0.583242884,-15.64931556,27.64902378,-15.18206993,-2.938964447,9.41071193
S284,-3.723651849,-133.1554942,9.906935766,10.82794935,30.31254596,7.48710105,-1.616661963,-15.32432267,28.85540128,-14.9635734,-4.000208737,9.781930406
S285,-7.462339697,-133.0370192,10.36251807,11.31898226,35.2045125,8.666194674,-2.779436368,-14.80600042,29.80086037,-14.75507276,-4.954230609,10.01246083
S286,-10.16608977,-136.8192604,10.60599179,11.72921113,46.88940182,9.573389228,-3.785548395,-15.7182831,25.58670124,-13.90007863,-7.214591328,10.07875895
S287,-12.93147804,-139.5570496,10.17659454,11.47878183,55.61704833,9.48436473,-5.06602211,-15.99408184,20.9448829,-12.81211179,-9.24414884,9.933044017
S288,-14.84417587,-139.4156196,11.94725034,13.30044315,49.06291881,11.75210316,-5.636368035,-15.63061943,19.95454359,-12.68717228,-6.897515492,9.791763018
S289,-18.32012335,-144.7368366,4.748058377,6.148398081,34.84806542,0.977182157,-4.39312434,-5.973719319,-4.068328705,-11.52374274,-9.241075759,9.046525157
S290,-19.34681655,-143.878305,4.738814113,6.242828751,36.05770314,-0.899738921,-4.775340015,-6.002643774,-5.4542976,-10.60537956,-10.57754293,8.586430609
S291,-19.54564459,-142.7679038,4.732111065,6.328242949,37.22886091,-2.721062098,-5.104530119,-6.119092684,-6.737399352,-9.732037762,-11.7623511,8.145878554
S292,-20.58596195,-143.2817734,6.370454893,8.060574536,37.3973367,-0.465998329,-5.392498444,-6.550564288,-5.256739305,-11.64515244,-10.49149992,8.316249203
S293,-21.38327003,-145.7032176,8.296343752,10.07304563,39.19101645,2.167049241,-5.799948475,-7.650632954,-3.826991366,-13.84326135,-9.109199339,8.889129544
S294,-19.02890784,-144.8443054,7.707777345,9.490248366,39.9106798,2.162574408,-5.49830918,-7.88479654,-0.845267173,-14.68991388,-11.47987619,9.72627329
S295,-15.91654731,-143.5002649,7.351118013,9.121838086,40.57813287,2.213025433,-5.180584992,-8.241938645,2.238838301,-15.23558201,-14.22715234,10.54425594
S296,-13.43938937,-144.207012,6.146285214,7.893229371,43.84868464,-0.333600703,-4.996504622,-8.460691222,2.9557342,-15.63620674,-15.61741077,11.05881615
S297,-15.41369044,-142.4804194,4.683926187,6.439670335,44.13228141,-2.957418672,-4.908890516,-7.876557268,3.611644463,-15.9975789,-16.03892576,10.89045915
S298,-17.39241856,-143.2355248,4.693085777,6.513121397,45.82731908,-3.534926387,-4.782049416,-7.458737262,0.280837317,-16.60217981,-15.43538414,10.61624975
S299,-20.4206392,-133.5532581,5.0446323,6.938196905,47.26214712,-4.031141364,-4.47914535,-7.01327287,-2.895843488,-17.18625999,-14.77741324,10.34968209
S300,-22.46138057,-118.7007378,6.39551838,8.264698394,42.3607398,-0.470431841,-1.996140335,-6.029435605,1.325181627,-18.96320396,-15.05270852,10.50944894
S301,-22.81160876,-99.93893624,7.692933332,9.53778169,36.78818841,2.583006144,0.095771167,-5.173465126,5.015706397,-22.07438192,-15.29612708,10.74940343
S302,-23.40711178,-85.29110544,8.255517204,10.04082804,37.91296334,2.203179709,2.248166925,-5.18536277,9.448525656,-21.7149564,-15.3680001,10.86304309
S303,-23.88219672,-65.82717257,8.936977082,10.66272302,39.23173603,1.860912112,4.409400167,-5.219404281,13.57344825,-21.35472146,-15.49949075,11.02028865
S304,-24.52109176,-47.06850853,10.81388266,12.50724577,42.40293253,2.862430049,7.151228422,-4.732004218,15.95971695,-20.63779333,-15.13614892,9.380680398
S305,-23.01763812,-20.6456226,13.27593515,14.92084482,47.37438157,4.196619762,10.0181199,-4.504208714,17.99001922,-19.32095376,-15.03342903,7.941929969
S306,-16.94597577,6.509210894,17.07323274,18.66108789,53.73462264,7.033192394,13.21312642,-3.266818579,17.86711143,-17.15317936,-17.9274798,6.523962744
S307,-9.340083434,29.00769141,21.05891387,22.54663692,60.1183787,10.38644202,15.89722927,-1.490539631,17.19847391,-15.02100345,-21.28990792,4.761655014
S308,-1.426648776,51.86463774,26.21040064,27.61668714,53.58730191,15.6381155,15.68555367,0.638807583,16.72217391,-15.15758559,-20.15519391,11.13609784
S309,1.98323648,56.6738451,29.93178943,31.243378,39.77886373,17.93023952,15.01678704,2.857135941,16.77331572,-16.29800833,-17.79095075,15.19643541
S310,4.480475739,60.55750969,30.34661269,31.65493591,22.15025892,16.15827471,14.13128078,2.517145952,15.60451655,-17.87943065,-18.30435441,13.86510712
S311,3.044853396,37.56966452,29.13895302,30.44273718,2.419924795,13.37870724,14.19773196,2.000982168,14.98600785,-20.18064754,-17.70074095,11.50639187
S312,1.923054905,14.58056698,27.05557076,28.25191133,-11.39150893,9.755452443,14.6651709,-2.720097717,15.37442994,-23.93656217,-12.99654573,-12.62224212
S313,-1.691029301,2.299529348,24.26839759,25.44612346,-21.81910895,5.98659069,13.34926286,-5.975263607,16.12699344,-29.21856292,-11.3870504,-38.74969392
S314,-2.663674667,-7.778999544,21.74230883,22.8999891,-15.14935695,4.540650508,10.03162952,-6.543549431,16.54641547,-33.01048395,-19.81197217,-63.06728456
S315,-2.499695981,-12.04922567,19.63909726,20.75556995,-11.54682817,4.317909847,7.583779724,-5.948852892,18.01391171,-34.28360035,-25.3516272,-74.27922547
S316,-1.818084504,-13.89485005,14.86664489,15.87388379,-15.43579689,4.821205697,6.758104614,-3.281464342,14.52236195,-34.75345779,-17.9023335,-90.02035604
S317,-1.682912994,-10.13980472,11.50436121,12.44235675,-19.45300711,4.720047224,5.729651468,-2.640969359,11.09995445,-32.7085463,-9.890438687,-96.01229462
S318,-2.200224181,-9.632778431,11.28826369,12.21608612,-31.31718556,4.546627777,5.29661834,-2.624839446,4.357414412,-35.76635285,-12.52810219,-80.61943274
S319,-2.441506074,-17.30905071,11.40641918,12.35847666,-41.34248451,5.394567036,4.806804225,-3.162322919,-2.687968972,-38.83637587,-15.35809316,-59.58494046
S320,-3.196008301,-28.64218984,12.38813771,13.51773188,-17.37327765,7.170098422,4.506040717,-5.811431995,-5.932847583,-37.62238443,-16.33982309,-55.99671714
S321,-7.097532121,-47.84700176,7.748409103,9.186300083,10.85282738,7.721463469,5.918878186,-8.378197385,-8.917904045,-30.27172213,-13.67337581,-28.78027684
S322,-9.163849538,-63.36676227,8.195441178,9.756832736,16.1761469,5.095102804,6.338738926,-7.335756103,-10.56737966,-25.9422205,-7.897537937,-8.105521267
S323,-10.95612826,-76.3257899,9.868095223,11.45529297,20.55475893,5.675327835,6.41119458,-5.397854319,-12.37622891,-23.01300776,-3.162894522,10.15166136
S324,-11.21768074,-83.01692361,11.1620836,12.55659981,0.888480971,8.096422748,4.684651394,-5.902637878,-4.576116982,-25.64811106,5.94877992,8.08096533
S325,-8.928221926,-93.92674268,10.97979957,12.19149265,-24.38411739,8.016919949,2.875878762,-6.291577766,2.460720873,-28.50292321,11.27450026,5.223306283
S326,-8.580587398,-109.8329724,7.245827013,8.432057374,-20.90137836,9.00569826,1.776223372,-6.906593316,4.933937122,-26.74189841,6.100167199,-0.448029331
S327,-7.879140157,-116.6099495,4.620384592,5.752965814,-17.7765812,10.0415099,0.61680334,-7.550885913,7.032335214,-25.76253336,1.522220959,-6.39032971
S328,-8.195785917,-126.205165,2.854774863,3.994901066,-11.19783127,10.84397416,-0.206731777,-7.301006712,5.017071925,-24.39050273,-2.87669327,-4.456170905
S329,-8.380781533,-126.5881475,1.575321606,2.722111635,-5.912629834,11.14384032,-0.939426967,-7.005094238,2.738560248,-23.54153129,-7.177116451,-2.518043015
S330,-11.24581601,-128.8279455,1.432728162,2.591125721,0.158880256,11.23624826,-1.126620638,-5.773032223,0.21662052,-23.81561645,-6.566773939,4.041533181
S331,-14.90659389,-129.693283,1.427798529,2.591763799,5.68386499,11.07610357,-1.47653982,-4.337552793,-2.69819045,-24.47453944,-5.979323107,9.719142742
S332,-15.72695927,-129.208288,0.568453375,1.801652434,10.0770871,9.885249917,-1.974111338,-4.70488519,-3.270974659,-24.19404005,-9.468674837,8.657429379
S333,-15.65155547,-127.9593708,-0.15884866,1.128563788,13.34089307,7.97823983,-2.480868477,-5.044347257,-3.791913357,-23.83221007,-12.53920161,7.557458323
S334,-13.7457075,-126.3208062,0.591411403,1.909975985,7.95445161,8.460592642,-2.269718082,-4.32759562,-3.210438099,-25.52660421,-12.09764782,8.349956464
S335,-11.2018082,-123.9767176,1.461943026,2.809791222,1.670916397,8.405321781,-2.088320944,-3.584988721,-2.653092096,-27.7488201,-11.59394725,8.980623168
S336,-12.35890061,-125.1308857,0.926219351,2.287170092,6.636275874,8.080868713,-2.558267386,-4.327885543,-3.130935124,-26.50380439,-12.18709487,5.980201999
